331	2206	στοςμεξ-VISJOVALEN	63	18	12	7	644	\N	\N	\N	\N	\N	0
335	2209	SYLARNA	63	3	12	16	-9999	\N	\N	\N	\N	\N	0
338	2215	αςεσλυταξ	63	26	13	5	-9999	\N	\N	\N	\N	\N	0
343	2221	λοςσχαττξετ	63	50	13	30	-9999	\N	\N	\N	\N	\N	0
345	2222	ηαδδεδε	64	30	14	8	330	\N	\N	\N	\N	\N	0
349	2226	όστεςσυξδ/ζςοσοξ	63	11	14	30	370	\N	\N	\N	\N	\N	0
352	2229	όστεςσυξδ SOL	63	12	14	30	-9999	\N	\N	\N	\N	\N	0
359	2244	JUNSELE	63	42	16	52	-9999	\N	\N	\N	\N	\N	0
360	2245	VILHELMINA	64	35	16	51	349	\N	\N	\N	\N	\N	0
361	2247	λςαξηεδε	63	9	16	10	184	\N	\N	\N	\N	\N	0
368	2259	λςανζοςσ FLYGPLATS	63	3	17	46	19	\N	\N	\N	\N	\N	0
370	2269	σλαησυδδε	63	11	19	1	-9999	\N	\N	\N	\N	\N	0
371	2274	χιξδεμξ	64	13	19	43	206	\N	\N	\N	\N	\N	0
372	2283	υνεο ROBACKSDALEN	63	49	20	15	-9999	\N	\N	\N	\N	\N	0
373	2284	JARNASKLUBB	63	26	19	41	-9999	\N	\N	\N	\N	\N	0
374	2286	υνεο FLYGPLATS	63	48	20	17	14	\N	\N	\N	\N	\N	0
375	2288	θομνοηαδδ	63	36	20	46	6	\N	\N	\N	\N	\N	0
376	2296	BJUROKLUBB	64	29	21	35	36	\N	\N	\N	\N	\N	0
377	2307	ιδςε	61	54	12	51	-9999	\N	\N	\N	\N	\N	0
378	2308	ταξξασ	62	27	12	40	724	\N	\N	\N	\N	\N	0
379	2316	σαςξα	61	42	13	10	438	\N	\N	\N	\N	\N	0
380	2318	ταξδαδαμεξ	61	10	13	1	-9999	\N	\N	\N	\N	\N	0
381	2323	KLOVSJO	62	32	14	12	551	\N	\N	\N	\N	\N	0
382	2324	σχεη	62	2	14	22	360	\N	\N	\N	\N	\N	0
383	2338	EDSBYN	61	22	15	43	185	\N	\N	\N	\N	\N	0
384	2355	λυηηοςεξ	61	42	17	32	10	\N	\N	\N	\N	\N	0
385	2365	SUNDVALL-HARNLSAND FLYGPLATS	62	32	17	27	6	\N	\N	\N	\N	\N	0
386	2366	SUNDSVALL-HARNOSAND FLYGPLATS	62	32	17	27	10	\N	\N	\N	\N	\N	0
387	2368	βςανοξ	62	13	17	45	-9999	\N	\N	\N	\N	\N	0
388	2376	SODERHAMN	61	16	17	6	36	\N	\N	\N	\N	\N	0
389	2382	μυξηο	62	37	18	4	-9999	\N	\N	\N	\N	\N	0
390	2400	όστναςλ	60	21	12	39	310	\N	\N	\N	\N	\N	0
391	2408	βμονσλοη	59	13	12	5	171	\N	\N	\N	\N	\N	0
392	2410	ναμυξη	60	41	13	43	308	\N	\N	\N	\N	\N	0
393	2415	λαςμψσταδ SOL	59	22	13	28	-9999	\N	\N	\N	\N	\N	0
394	2417	ξαχεξ	58	42	13	7	-9999	\N	\N	\N	\N	\N	0
395	2418	λαςμψσταδ FLYGPLATS	59	22	13	28	55	\N	\N	\N	\N	\N	0
396	2424	σταμμδαμεξ	59	57	14	57	210	\N	\N	\N	\N	\N	0
397	2432	όςεβςυ	59	14	15	3	55	\N	\N	\N	\N	\N	0
398	2433	ζαμυξ	60	37	15	40	-9999	\N	\N	\N	\N	\N	0
399	2435	BORLANGE	60	26	15	31	-9999	\N	\N	\N	\N	\N	0
400	2446	VASTERAS/HASSLO	59	35	16	38	31	\N	\N	\N	\N	\N	0
401	2450	εηηεηςυξδ	60	44	17	34	-9999	\N	\N	\N	\N	\N	0
402	2453	ηαχμε	60	43	17	10	-9999	\N	\N	\N	\N	\N	0
403	2456	FILMS KYRKBY	60	14	17	54	39	\N	\N	\N	\N	\N	0
404	2458	υππσαμα	59	53	17	36	41	\N	\N	\N	\N	\N	0
405	2460	στοηομψν/αςμαξδα	59	39	17	57	61	\N	\N	\N	\N	\N	0
406	2464	στοηομψν/χςοννα	59	21	17	57	14	\N	\N	\N	\N	\N	0
407	2476	ζμοδα	59	3	16	24	20	\N	\N	\N	\N	\N	0
408	2483	στοηομψν KTH	59	21	18	4	-9999	\N	\N	\N	\N	\N	0
409	2485	στοηομψν οβσεςχατοςιρ	59	34	18	6	-9999	\N	\N	\N	\N	\N	0
410	2487	STAVSNAS	59	18	18	42	13	\N	\N	\N	\N	\N	0
411	2488	ORSKAR	60	32	18	23	9	\N	\N	\N	\N	\N	0
412	2489	HARSFJARDEN	59	4	18	7	9	\N	\N	\N	\N	\N	0
